2422753	lkt	Čhaȟsníyaŋ etáŋ wáte wačhíŋ kta.
2422756	lkt	Tȟaspáŋ kiŋ wáglutapi akáŋl yaŋké.
2422759	lkt	Nihúŋ thiyáta yaŋka kta he.
2423573	lkt	Žaŋžáŋla kiŋ tákuni él úŋ šni.
2423577	lkt	Oákaŋke kiŋ čháŋ kiŋ khúta hétu.
2424254	lkt	Waníyetu ú.
2424255	lkt	Wówapi kiŋ wáglutapi akáŋl ȟpáye.
2424257	lkt	Lé miištá uŋ waŋbláke.
2780719	lkt	Wakan šni.
2780835	lkt	Slolwayá šni.
2780840	lkt	Lakȟótiyapi wówaglake.
2780849	lkt	Wówapi kiŋ wačhíŋ.
2781149	lkt	Igmú ská waŋ bluhá.
2781172	lkt	Tuwéni okíčhize ciŋ šni.
3407366	lkt	Wówapi wayáwahan.
3407372	lkt	Ímapuze.
3407391	lkt	Thimáothi kiŋ kpáza.
3407404	lkt	Wičhíŋčala kiŋ wašté.
3410117	lkt	Waŋblí kiŋ ská.
4680292	lkt	Wauŋ.
4680305	lkt	Hau.
4680306	lkt	Haŋ.
